[10:12:41] 📍 Loaded 754 district venues
[18:29:04] ❌ 1102094 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102094&date=2026-08-21'
[18:29:04] ❌ 1102173 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102173&date=2026-08-21'
[18:29:04] ❌ 1094756 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1094756&date=2026-08-21'
[18:29:04] ❌ 1011906 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1011906&date=2026-08-21'
[18:29:04] ❌ 9736 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=9736&date=2026-08-21'
[18:29:04] ❌ 1096524 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1096524&date=2026-08-21'
[18:29:05] ❌ 1102186 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102186&date=2026-08-21'
[18:29:05] ❌ 1102272 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102272&date=2026-08-21'
[18:29:06] ❌ 1101471 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101471&date=2026-08-21'
[18:29:06] ❌ 1101451 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101451&date=2026-08-21'
[18:29:06] ❌ 1102176 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102176&date=2026-08-21'
[18:29:06] ❌ 1102095 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102095&date=2026-08-21'
[18:29:07] ❌ 1102164 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102164&date=2026-08-21'
[18:29:07] ❌ 1102182 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102182&date=2026-08-21'
[18:29:07] ❌ 1102071 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102071&date=2026-08-21'
[18:29:08] ❌ 1102090 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102090&date=2026-08-21'
[18:29:08] ❌ 1102270 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102270&date=2026-08-21'
[18:29:08] ❌ 1102256 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102256&date=2026-08-21'
[18:29:09] ❌ 1102165 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102165&date=2026-08-21'
[18:29:09] ❌ 1102248 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102248&date=2026-08-21'
[18:29:09] ❌ 1102242 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102242&date=2026-08-21'
[18:29:09] ❌ 1102181 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102181&date=2026-08-21'
[18:29:10] ❌ 7257 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=7257&date=2026-08-21'
[18:29:10] ❌ 4222 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4222&date=2026-08-21'
[18:29:11] ❌ 1101568 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101568&date=2026-08-21'
[18:29:11] ❌ 1101521 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101521&date=2026-08-21'
[18:29:11] ❌ 1102269 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102269&date=2026-08-21'
[18:29:11] ❌ 1102084 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102084&date=2026-08-21'
[18:29:11] ❌ 1102082 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102082&date=2026-08-21'
[18:29:12] ❌ 1102073 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102073&date=2026-08-21'
[18:29:12] ❌ 1102299 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102299&date=2026-08-21'
[18:29:12] ❌ 1102265 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102265&date=2026-08-21'
[18:29:12] ❌ 1102253 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102253&date=2026-08-21'
[18:29:12] ❌ 1102277 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102277&date=2026-08-21'
[18:29:13] ❌ 1038431 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1038431&date=2026-08-21'
[18:29:13] ❌ 1102166 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102166&date=2026-08-21'
[18:29:13] ❌ 1102047 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102047&date=2026-08-21'
[18:29:15] ❌ 1102174 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102174&date=2026-08-21'
[18:29:15] ❌ 1056145 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1056145&date=2026-08-21'
[18:29:15] ❌ 1102273 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102273&date=2026-08-21'
[18:29:15] ❌ 1102080 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102080&date=2026-08-21'
[18:29:15] ❌ 1101590 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101590&date=2026-08-21'
[18:29:16] ❌ 1102213 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102213&date=2026-08-21'
[18:29:16] ❌ 1102241 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102241&date=2026-08-21'
[18:29:16] ❌ 1102291 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102291&date=2026-08-21'
[18:29:16] ❌ 1102247 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102247&date=2026-08-21'
[18:29:17] ❌ 1102184 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102184&date=2026-08-21'
[18:29:17] ❌ 1102129 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102129&date=2026-08-21'
[18:29:18] ❌ 28486 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=28486&date=2026-08-21'
[18:29:18] ❌ 1102132 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102132&date=2026-08-21'
[18:29:18] ❌ 1041690 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1041690&date=2026-08-21'
[18:29:19] ❌ 1031589 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1031589&date=2026-08-21'
[18:29:19] ❌ 1102261 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102261&date=2026-08-21'
[18:29:19] ❌ 1060495 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1060495&date=2026-08-21'
[18:29:19] ❌ 1102055 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102055&date=2026-08-21'
[18:29:19] ❌ 1102285 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102285&date=2026-08-21'
[18:29:20] ❌ 1031364 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1031364&date=2026-08-21'
[18:29:20] ❌ 1101387 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101387&date=2026-08-21'
[18:29:21] ❌ 1101423 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101423&date=2026-08-21'
[18:29:21] ❌ 1691 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1691&date=2026-08-21'
[18:29:21] ❌ 1101368 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101368&date=2026-08-21'
[18:29:21] ❌ 1101388 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101388&date=2026-08-21'
[18:29:22] ❌ 1102123 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102123&date=2026-08-21'
[18:29:22] ❌ 1042102 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1042102&date=2026-08-21'
[18:29:23] ❌ 1102068 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102068&date=2026-08-21'
[18:29:23] ❌ 1102137 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102137&date=2026-08-21'
[18:29:23] ❌ 1102106 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102106&date=2026-08-21'
[18:29:23] ❌ 4132 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=4132&date=2026-08-21'
[18:29:23] ❌ 1078022 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1078022&date=2026-08-21'
[18:29:24] ❌ 1102125 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102125&date=2026-08-21'
[18:29:24] ❌ 1102120 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102120&date=2026-08-21'
[18:29:24] ❌ 1053154 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1053154&date=2026-08-21'
[18:29:24] ❌ 1039880 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1039880&date=2026-08-21'
[18:29:25] ❌ 1102147 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102147&date=2026-08-21'
[18:29:25] ❌ 1080585 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1080585&date=2026-08-21'
[18:29:26] ❌ 1102284 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102284&date=2026-08-21'
[18:29:26] ❌ 1078001 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1078001&date=2026-08-21'
[18:29:26] ❌ 1100831 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1100831&date=2026-08-21'
[18:29:26] ❌ 1101219 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101219&date=2026-08-21'
[18:29:26] ❌ 1102067 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102067&date=2026-08-21'
[18:29:26] ❌ 1101217 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1101217&date=2026-08-21'
[18:29:27] ❌ 1102069 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102069&date=2026-08-21'
[18:29:27] ❌ 1102168 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102168&date=2026-08-21'
[18:29:27] ❌ 1102258 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102258&date=2026-08-21'
[18:29:28] ❌ 1102134 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102134&date=2026-08-21'
[18:29:28] ❌ 1102276 ClientResponseError: 400, message='Can not decode content-encoding: zstandard (zstd). Please install `backports.zstd`', url='https://districtvenues1.text2029mail.workers.dev/?cinema_id=1102276&date=2026-08-21'
